"","rok","strata","linia"
"309",1993,10,"Com_Ban"
"310",1994,10,"Com_Ban"
"311",1994,10,"Com_Ban"
"312",1994,10,"Com_Ban"
"313",1994,10,"Com_Ban"
"314",1994,10,"Com_Ban"
"315",1994,10,"Com_Ban"
"316",1994,10,"Com_Ban"
"317",1994,10,"Com_Ban"
"318",1995,10,"Com_Ban"
"319",1995,10,"Com_Ban"
"320",1995,10,"Com_Ban"
"321",1995,10,"Com_Ban"
"322",1995,10,"Com_Ban"
"323",1995,10,"Com_Ban"
"324",1995,10,"Com_Ban"
"325",1995,10,"Com_Ban"
"326",1995,10,"Com_Ban"
"327",1995,10,"Com_Ban"
"328",1995,10,"Com_Ban"
"329",1995,10,"Com_Ban"
"330",1995,10,"Com_Ban"
"331",1995,10,"Com_Ban"
"332",1995,10,"Com_Ban"
"333",1995,10,"Com_Ban"
"334",1996,10,"Com_Ban"
"335",1996,10,"Com_Ban"
"336",1996,10,"Com_Ban"
"337",1996,10,"Com_Ban"
"338",1996,10,"Com_Ban"
"339",1996,10,"Com_Ban"
"340",1996,10,"Com_Ban"
"341",1996,10,"Com_Ban"
"342",1996,10,"Com_Ban"
"343",1996,10,"Com_Ban"
"344",1996,10,"Com_Ban"
"345",1996,10,"Com_Ban"
"346",1996,70746.7,"Com_Ban"
"347",1996,10,"Com_Ban"
"348",1996,10,"Com_Ban"
"349",1996,16362367.01,"Com_Ban"
"350",1997,10,"Com_Ban"
"351",1997,10,"Com_Ban"
"352",1997,10,"Com_Ban"
"353",1997,10,"Com_Ban"
"354",1997,10,"Com_Ban"
"355",1997,10,"Com_Ban"
"356",1997,10,"Com_Ban"
"357",1997,10,"Com_Ban"
"358",1997,10,"Com_Ban"
"359",1997,10,"Com_Ban"
"360",1997,10,"Com_Ban"
"361",1997,10,"Com_Ban"
"362",1998,10,"Com_Ban"
"363",1998,10,"Com_Ban"
"364",1998,10,"Com_Ban"
"365",1998,10,"Com_Ban"
"366",1998,19.41,"Com_Ban"
"367",1998,10,"Com_Ban"
"368",1998,10,"Com_Ban"
"369",1998,10,"Com_Ban"
"370",1998,10,"Com_Ban"
"371",1998,10,"Com_Ban"
"372",1998,10,"Com_Ban"
"373",1998,10,"Com_Ban"
"374",1998,10,"Com_Ban"
"375",1998,10,"Com_Ban"
"376",1998,10,"Com_Ban"
"377",1999,10,"Com_Ban"
"378",1999,10,"Com_Ban"
"379",1999,10,"Com_Ban"
"380",1999,10,"Com_Ban"
"381",1999,10,"Com_Ban"
"382",1999,10,"Com_Ban"
"383",1999,10,"Com_Ban"
"384",1999,10,"Com_Ban"
"385",1999,10,"Com_Ban"
"386",1999,318.89,"Com_Ban"
"387",1999,10,"Com_Ban"
"388",1999,10,"Com_Ban"
"389",1999,10,"Com_Ban"
"390",1999,10,"Com_Ban"
"391",2000,10,"Com_Ban"
"392",2000,10,"Com_Ban"
"393",2000,10,"Com_Ban"
"394",2000,10,"Com_Ban"
"395",2000,105.68,"Com_Ban"
"396",2000,10,"Com_Ban"
"397",2000,10,"Com_Ban"
"398",2000,10,"Com_Ban"
"399",2000,4356.72,"Com_Ban"
"400",2000,10,"Com_Ban"
"401",2000,10,"Com_Ban"
"402",2000,10,"Com_Ban"
"403",2000,10,"Com_Ban"
"404",2001,10,"Com_Ban"
"405",2001,10,"Com_Ban"
"406",2001,10,"Com_Ban"
"407",2001,10,"Com_Ban"
"408",2001,10,"Com_Ban"
"409",2001,10,"Com_Ban"
"410",2001,10,"Com_Ban"
"411",2001,10,"Com_Ban"
"412",2001,10,"Com_Ban"
"413",2001,10,"Com_Ban"
"414",2001,10,"Com_Ban"
"415",2001,10,"Com_Ban"
"416",2001,10,"Com_Ban"
"417",2001,10,"Com_Ban"
"418",2001,10,"Com_Ban"
"419",2002,10,"Com_Ban"
"420",2002,70.67,"Com_Ban"
"421",2002,10,"Com_Ban"
"422",2002,10,"Com_Ban"
"423",2002,10,"Com_Ban"
"424",2002,10,"Com_Ban"
"425",2002,10,"Com_Ban"
"426",2002,10,"Com_Ban"
"427",2002,10,"Com_Ban"
"428",2002,10,"Com_Ban"
"429",2002,10,"Com_Ban"
"430",2002,10,"Com_Ban"
"431",2002,10,"Com_Ban"
"432",2002,10,"Com_Ban"
"433",2002,10,"Com_Ban"
"434",2002,10,"Com_Ban"
"435",2002,10,"Com_Ban"
"436",2003,10,"Com_Ban"
"437",2003,10,"Com_Ban"
"438",2003,10,"Com_Ban"
"439",2003,10,"Com_Ban"
"440",2003,10,"Com_Ban"
"441",2003,10,"Com_Ban"
"442",2003,10,"Com_Ban"
"443",2003,10,"Com_Ban"
"444",2003,10,"Com_Ban"
"445",2003,10,"Com_Ban"
"446",2003,32.53,"Com_Ban"
"447",2003,10,"Com_Ban"
"448",2003,10,"Com_Ban"
"449",2003,10,"Com_Ban"
"450",2003,10,"Com_Ban"
"451",2004,10,"Com_Ban"
"452",2004,10,"Com_Ban"
"453",2004,10,"Com_Ban"
"454",2004,10,"Com_Ban"
"455",2004,10,"Com_Ban"
"456",2004,10,"Com_Ban"
"457",2004,10,"Com_Ban"
"458",2004,10,"Com_Ban"
"459",2004,10,"Com_Ban"
"460",2004,10,"Com_Ban"
"461",2004,11.82,"Com_Ban"
"462",2004,10,"Com_Ban"
"463",2004,10,"Com_Ban"
"464",2005,10,"Com_Ban"
"465",2005,10,"Com_Ban"
"466",2005,28430.69,"Com_Ban"
"467",2005,10,"Com_Ban"
"468",2005,10,"Com_Ban"
"469",2005,10,"Com_Ban"
"470",2005,10,"Com_Ban"
"471",2005,10,"Com_Ban"
"472",2005,10,"Com_Ban"
"473",2005,10,"Com_Ban"
"474",2005,10,"Com_Ban"
"475",2006,10,"Com_Ban"
"476",2006,47.56,"Com_Ban"
"477",2006,10,"Com_Ban"
"478",2006,10,"Com_Ban"
"479",2006,10,"Com_Ban"
"480",2006,10,"Com_Ban"
"481",2006,10,"Com_Ban"
"482",2006,10,"Com_Ban"
"483",2006,10,"Com_Ban"
"484",2006,10,"Com_Ban"
"485",2006,10,"Com_Ban"
"486",2006,10,"Com_Ban"
"487",2006,10,"Com_Ban"
"488",2007,10,"Com_Ban"
"489",2007,10,"Com_Ban"
"490",2007,10,"Com_Ban"
"491",2007,10,"Com_Ban"
"492",2007,10,"Com_Ban"
"493",2007,10,"Com_Ban"
"494",2007,10,"Com_Ban"
"495",2007,10,"Com_Ban"
"496",2007,10,"Com_Ban"
"497",2007,10,"Com_Ban"
"498",2007,10,"Com_Ban"
"499",2007,10,"Com_Ban"
"500",2007,10,"Com_Ban"
"501",2007,10,"Com_Ban"
"502",2007,10,"Com_Ban"
"503",2007,10,"Com_Ban"
"504",2007,10,"Com_Ban"
"505",2007,10,"Com_Ban"
"506",2008,10,"Com_Ban"
"507",2008,10,"Com_Ban"
"508",2008,10,"Com_Ban"
"509",2008,10,"Com_Ban"
"510",2008,10,"Com_Ban"
"511",2008,10,"Com_Ban"
"512",2008,10,"Com_Ban"
"513",2008,10,"Com_Ban"
"514",2008,10,"Com_Ban"
"515",2008,10,"Com_Ban"
"516",2008,10,"Com_Ban"
"517",2008,10,"Com_Ban"
"518",2008,10,"Com_Ban"
"519",2008,10,"Com_Ban"
"520",2008,10,"Com_Ban"
"521",2008,10,"Com_Ban"
"522",2009,10,"Com_Ban"
"523",2009,10,"Com_Ban"
"524",2009,10,"Com_Ban"
"525",2009,10,"Com_Ban"
"526",2009,10,"Com_Ban"
"527",2009,10,"Com_Ban"
"528",2009,10,"Com_Ban"
"529",2009,10,"Com_Ban"
"530",2009,10,"Com_Ban"
"531",2009,10,"Com_Ban"
"532",2009,10,"Com_Ban"
"533",2009,10,"Com_Ban"
"534",2009,10,"Com_Ban"
"535",2009,10,"Com_Ban"
"536",2009,10,"Com_Ban"
"537",2009,10,"Com_Ban"
"538",2010,10,"Com_Ban"
"539",2010,10,"Com_Ban"
"540",2010,10,"Com_Ban"
"541",2010,10,"Com_Ban"
"542",2010,10,"Com_Ban"
"543",2010,10,"Com_Ban"
"544",2010,10,"Com_Ban"
"545",2010,10,"Com_Ban"
"546",2010,10,"Com_Ban"
"547",2010,10,"Com_Ban"
"548",2010,10,"Com_Ban"
"549",2010,10,"Com_Ban"
"550",2010,10,"Com_Ban"
"551",2010,10,"Com_Ban"
"552",2010,10,"Com_Ban"
"553",2010,10,"Com_Ban"
"554",2010,10,"Com_Ban"
"555",2010,10,"Com_Ban"
"556",2010,10,"Com_Ban"
"557",2011,12.32,"Com_Ban"
"558",2011,10,"Com_Ban"
"559",2011,10,"Com_Ban"
"560",2011,10,"Com_Ban"
"561",2011,10,"Com_Ban"
"562",2011,10,"Com_Ban"
"563",2011,10,"Com_Ban"
"564",2011,10,"Com_Ban"
"565",2011,10,"Com_Ban"
"566",2011,10,"Com_Ban"
"567",2011,10,"Com_Ban"
"568",2011,10,"Com_Ban"
"569",2011,10,"Com_Ban"
"570",2011,10,"Com_Ban"
"571",2011,10,"Com_Ban"
"572",2011,10,"Com_Ban"
"573",2011,10,"Com_Ban"
"574",2011,10,"Com_Ban"
"575",2011,10,"Com_Ban"
"576",2011,10,"Com_Ban"
"577",2011,10,"Com_Ban"
"578",2012,10,"Com_Ban"
"579",2012,10,"Com_Ban"
"580",2012,10,"Com_Ban"
"581",2012,10,"Com_Ban"
"582",2012,10,"Com_Ban"
"583",2012,10,"Com_Ban"
"584",2012,10,"Com_Ban"
"585",2012,10,"Com_Ban"
"586",2012,10,"Com_Ban"
"587",2012,10,"Com_Ban"
"588",2012,10,"Com_Ban"
"589",2012,10,"Com_Ban"
"590",2012,10,"Com_Ban"
"591",2012,10,"Com_Ban"
"592",2012,10,"Com_Ban"
"593",2013,10,"Com_Ban"
"594",2013,10,"Com_Ban"
"595",2013,10,"Com_Ban"
"596",2013,10,"Com_Ban"
"597",2013,10,"Com_Ban"
"598",2013,10,"Com_Ban"
"599",2013,10,"Com_Ban"
"600",2013,10,"Com_Ban"
"601",2013,10,"Com_Ban"
"602",2014,10,"Com_Ban"
"603",2014,10,"Com_Ban"
"604",2014,10,"Com_Ban"
"605",2014,10,"Com_Ban"
"606",2014,10,"Com_Ban"
"607",2014,10,"Com_Ban"
"608",2014,10,"Com_Ban"
"609",2014,10,"Com_Ban"
"610",2014,10,"Com_Ban"
"611",2014,132.62,"Com_Ban"
"612",2014,10,"Com_Ban"
"613",2014,10,"Com_Ban"
"614",2014,10,"Com_Ban"
"615",2015,10,"Com_Ban"
"616",2015,10,"Com_Ban"
"617",2015,10,"Com_Ban"
"618",2015,10,"Com_Ban"
"619",2015,10,"Com_Ban"
"620",2015,10,"Com_Ban"
"621",2015,10,"Com_Ban"
"622",2015,10,"Com_Ban"
"623",2015,10,"Com_Ban"
"624",2015,10,"Com_Ban"
"625",2015,10,"Com_Ban"
"626",2015,10,"Com_Ban"
"627",2016,10,"Com_Ban"
"628",2016,10,"Com_Ban"
"629",2016,10,"Com_Ban"
"630",2016,10,"Com_Ban"
"631",2016,10,"Com_Ban"
"632",2016,10,"Com_Ban"
"633",2016,10,"Com_Ban"
"634",2016,10,"Com_Ban"
"635",2016,10,"Com_Ban"
"636",2016,10,"Com_Ban"
"637",2016,10,"Com_Ban"
"638",2017,10,"Com_Ban"
"639",2017,10,"Com_Ban"
"640",2017,10,"Com_Ban"
"641",2017,10,"Com_Ban"
"642",2017,10,"Com_Ban"
"643",2017,10,"Com_Ban"
"644",2017,10,"Com_Ban"
"645",2017,10,"Com_Ban"
"646",2017,10,"Com_Ban"
"647",2018,10,"Com_Ban"
"648",2018,10,"Com_Ban"
"649",2018,10,"Com_Ban"
"650",2018,10,"Com_Ban"
"651",2018,10,"Com_Ban"
"652",2018,10,"Com_Ban"
"653",2018,10,"Com_Ban"
"654",2018,10,"Com_Ban"
"655",2018,10,"Com_Ban"
"656",2018,10,"Com_Ban"
"657",2018,10,"Com_Ban"
"658",2018,10,"Com_Ban"
"659",2018,10,"Com_Ban"
"660",2019,10,"Com_Ban"
"661",2019,10,"Com_Ban"
"662",2019,10,"Com_Ban"
"663",2019,10,"Com_Ban"
"664",2019,10,"Com_Ban"
"665",2019,10,"Com_Ban"
"666",2019,10,"Com_Ban"
"667",2019,10,"Com_Ban"
"668",2019,10,"Com_Ban"
"669",2019,10,"Com_Ban"
"670",2019,10,"Com_Ban"
"671",2019,10,"Com_Ban"
"672",2019,10,"Com_Ban"
"673",2020,10,"Com_Ban"
"674",2020,10,"Com_Ban"
"675",2020,10,"Com_Ban"
"676",2020,10,"Com_Ban"
"677",2020,10,"Com_Ban"
"678",2020,10,"Com_Ban"
"679",2020,10,"Com_Ban"
"680",2020,10,"Com_Ban"
"681",2020,10,"Com_Ban"
"682",2020,10,"Com_Ban"
"683",2020,10,"Com_Ban"
"684",2020,10,"Com_Ban"
"685",2021,10,"Com_Ban"
"686",2021,10,"Com_Ban"
"687",2021,10,"Com_Ban"
"688",2021,10,"Com_Ban"
"689",2021,10,"Com_Ban"
"690",2021,10,"Com_Ban"
"691",2021,10,"Com_Ban"
"692",2021,10,"Com_Ban"
"693",2021,10,"Com_Ban"
"694",2021,10,"Com_Ban"
"695",2021,10,"Com_Ban"
"696",2021,10,"Com_Ban"
"697",2021,10,"Com_Ban"
"698",2021,10,"Com_Ban"
"699",2021,10,"Com_Ban"
"700",2022,10,"Com_Ban"
"701",2022,10,"Com_Ban"
"702",2022,10,"Com_Ban"
"703",2022,10,"Com_Ban"
"704",2022,10,"Com_Ban"
"705",2022,10,"Com_Ban"
"706",2022,10,"Com_Ban"
"707",2022,10,"Com_Ban"
"708",2022,10,"Com_Ban"
"709",2022,10,"Com_Ban"
"710",2022,10,"Com_Ban"
"711",2022,10,"Com_Ban"
"712",2022,10,"Com_Ban"
"713",2023,10,"Com_Ban"
"714",2023,10,"Com_Ban"
"715",2023,10,"Com_Ban"
"716",2023,10,"Com_Ban"
"717",2023,10,"Com_Ban"
"718",2023,10,"Com_Ban"
"719",2023,10,"Com_Ban"
"720",2023,10,"Com_Ban"
"721",2023,117.36,"Com_Ban"
"722",2023,10,"Com_Ban"
"723",2023,10,"Com_Ban"
"724",2023,22.93,"Com_Ban"
"725",2023,10,"Com_Ban"
"726",2023,10,"Com_Ban"
"727",2023,10,"Com_Ban"
"728",2023,10,"Com_Ban"
"729",2023,10,"Com_Ban"
"730",2023,10,"Com_Ban"
"731",1989,12133.67,"Damage"
"732",1989,12518.41,"Damage"
"733",1989,2008.33,"Damage"
"734",1989,716.79,"Damage"
"735",1989,79.29,"Damage"
"736",1989,2778.89,"Damage"
"737",1989,722.51,"Damage"
"738",1989,9259.78,"Damage"
"739",1989,3963.08,"Damage"
"740",1989,831.04,"Damage"
"741",1989,576.97,"Damage"
"742",1989,758.35,"Damage"
"743",1989,547.46,"Damage"
"744",1989,5519,"Damage"
"745",1989,981.92,"Damage"
"746",1990,3677.05,"Damage"
"747",1990,6935.04,"Damage"
"748",1990,3997.24,"Damage"
"749",1990,687.28,"Damage"
"750",1990,567.16,"Damage"
"751",1990,1211.29,"Damage"
"752",1990,1075.39,"Damage"
"753",1990,4756.47,"Damage"
"754",1990,6829.84,"Damage"
"755",1990,5645.96,"Damage"
"756",1990,7547.79,"Damage"
"757",1990,8892.34,"Damage"
"758",1990,821.11,"Damage"
"759",1990,6039.94,"Damage"
"760",1990,4913.6,"Damage"
"761",1990,4240.87,"Damage"
"762",1990,303.61,"Damage"
"763",1991,7347.01,"Damage"
"764",1991,1919.89,"Damage"
"765",1991,1340.59,"Damage"
"766",1991,7008.56,"Damage"
"767",1991,805.31,"Damage"
"768",1991,49.82,"Damage"
"769",1991,7120.78,"Damage"
"770",1991,3482.21,"Damage"
"771",1991,3131.49,"Damage"
"772",1991,11802.2,"Damage"
"773",1991,815.3,"Damage"
"774",1992,3066.52,"Damage"
"775",1992,4536.95,"Damage"
"776",1992,6227.37,"Damage"
"777",1992,5556.77,"Damage"
"778",1992,734.93,"Damage"
"779",1992,6303.23,"Damage"
"780",1992,2054.66,"Damage"
"781",1992,471.51,"Damage"
"782",1992,3831.8,"Damage"
"783",1992,643.71,"Damage"
"784",1992,8656.96,"Damage"
"785",1992,552.36,"Damage"
"786",1992,474.43,"Damage"
"787",1992,4637.26,"Damage"
"788",1993,2842.28,"Damage"
"789",1993,1140.33,"Damage"
"790",1993,1991.21,"Damage"
"791",1993,5245.41,"Damage"
"792",1993,112.72,"Damage"
"793",1993,330.62,"Damage"
"794",1993,199.55,"Damage"
"795",1993,177.19,"Damage"
"796",1993,5526.47,"Damage"
"797",1993,3191.1,"Damage"
"798",1993,8554.82,"Damage"
"799",1993,4944.98,"Damage"
"800",1993,1719.51,"Damage"
"801",1993,11204.72,"Damage"
"802",1993,2502.01,"Damage"
"803",1993,1467.11,"Damage"
"804",1993,2731.91,"Damage"
